city,destination,country
Rurrenabaque,RBQ,Bolivia
Rurutu,RUR,French Polynesia
Russell,RSL,United States
City name,Airport Code,Country name
Russian Mission,RSH,United States
Ruston,RSN,United States
Ruteng,RTG,Indonesia
Ruti,RUU,Papua New Guinea
Rutland,RUT,United States
Rutland Plains,RTP,Australia
Ryazan,RZN,Russian Federation
Rybinsk,RYB,Russian Federation
Ryotsu Sado Is,SDO,Japan
Rzeszow,RZE,Poland
S.Cristobal deL Casas,SZT,Mexico
Saarbruecken,SCN,Germany
Saba Island,SAB,Netherlands Antilles
Sabah,SBV,Papua New Guinea
Sabana De Mar,SNX,Dominican Republic
Sabana De Torres,SNT,Colombia
City name,Airport Code,Country name
Sabang,SBG,Indonesia
Sabi Sabi,GSS,South Africa
Sable Island,YSA,Canada
Sabzevar,AFZ,Iran
Sachigo Lake,ZPB,Canada
Sachs Harbour,YSY,Canada
Sacramento,SAC,United States
Sacramento,MHR,United States
Sacramento,MCC,United States
Sacramento,SMF,United States
Sacramento,SCK,United States
Sadah,SYE,Yemen
Sado Shima,SDS,Japan
Saenz Pena,SZQ,Argentina
Safford,SAD,United States
Safi,SFI,Morocco
City name,Airport Code,Country name
Safia,SFU,Papua New Guinea
Saga,HSG,Japan
Sagarai,SGJ,Papua New Guinea
Saginaw,MBS,United States
Saginaw Bay,SGW,United States
Saglek,YSV,Canada
Sagwon,SAG,United States
Sahabat 16,SXS,Malaysia
Sahand,ACP,Iran
Sahiwal,SWN,Pakistan
Saibai Island,SBR,Australia
Saidor,SDI,Papua New Guinea
Saidpur,SPD,Bangladesh
Saidu Sharif,SDT,Pakistan
Saint Cloud,STC,United States
Saint Cloud,JSK,United States
City name,Airport Code,Country name
Saint George,SGU,United States
Saint John,YSJ,Canada
Saint Marys,KSM,United States
Saint Paul Island,SNP,United States
Saint Tropez,XPZ,France
Saint Tropez,LTT,France
Saint Yan,SYT,France
Sainte Marie,SMS,Madagascar
Saipan,SPN,Northern Mariana Islands
Sakon Nakhon,SNO,Thailand
Sal,SID,Cape Verde
Sala,XYX,Sweden
Salalah,SLL,Oman
Salamanca,SLM,Spain
Salamo,SAM,Papua New Guinea
Saldanha Bay,SDB,South Africa
City name,Airport Code,Country name
Sale,SXE,Australia
Salekhard,SLY,Russian Federation
Salem,SLO,United States
Salem,SXV,India
Salem,SLE,United States
Salida,SLT,United States
Salima,LMB,Malawi
Salina,ZIQ,Italy
Salina,SLN,United States
Salina,SBO,United States
Salina Cruz,SCX,Mexico
Salinas,SNS,United States
Salinas,SNC,Ecuador
Salisbury,SRW,United States
Salisbury-Ocean City,SBY,United States
Salluit,YZG,Canada
City name,Airport Code,Country name
Salmon,SMN,United States
Salmon Arm,YSN,Canada
Salt Cay,SLX,Turks and Caicos Islands
Salt Lake City,SLC,United States
Salta,SLA,Argentina
Saltillo,SLW,Mexico
Salto,STY,Uruguay
Salton City,SAS,United States
Salvador,SSA,Brazil
Salzburg,SZG,Austria
Sam Neua,NEU,Laos
Samara,KUF,Russian Federation
Samarai Island,SQT,Papua New Guinea
Samarinda,SRI,Indonesia
Samarkand,SKD,Uzbekistan
Sambava,SVB,Madagascar
City name,Airport Code,Country name
Sambu,SAX,Panama
Samburu,UAS,Kenya
Samcheok,SUK,Korea (South)
Samos,SMI,Greece
Sampit,SMQ,Indonesia
Samsun,SZF,Turkey
Samsun/carsamba,SSX,Turkey
San Andres Island,ADZ,Colombia
San Andros,SAQ,Bahamas
San Angelo,GOF,United States
San Angelo,SJT,United States
San Antonio,SAT,United States
San Antonio,SKF,United States
San Antonio,MDA,United States
San Antonio,RND,United States
San Antonio,SSF,United States
City name,Airport Code,Country name
San Antonio,SVZ,Venezuela
San Antonio Oeste,OES,Argentina
San Bernardino,SBD,United States
San Bernardino,SBT,United States
San Blas,NBL,Panama
San Borja,SRJ,Bolivia
San Carlos,SQL,United States
San Carlos,NCR,Nicaragua
San Carlos DeBariloche,BRC,Argentina
San Cristobal,SCY,Ecuador
San Cristobal,SCI,Venezuela
San Diego,SDM,United States
San Diego,CLD,United States
San Diego,SEE,United States
San Diego,SAN,United States
San Diego,NKX,United States
City name,Airport Code,Country name
San Diego,MYF,United States
San Diego,NZY,United States
San Domino Island,TQR,Italy
San Esteban,SET,Honduras
San Felipe,SSD,Colombia
San Felipe,SFH,Mexico
San Felipe,SNF,Venezuela
San Felix,SFX,Venezuela
San Fernando,SFR,Columbia
San Fernando,FES,Spain
San Fernando,SFE,Philippines
San Fernando De Apure,SFD,Venezuela
San Francisco,JCC,United States
San Francisco,EMB,United States
San Francisco,SFO,United States
San Giovanni Rotondo,GBN,Italy
City name,Airport Code,Country name
San Ignacio,SQS,Belize
San Ignacio,SGM,Mexico
San Ignacio De M,SNM,Bolivia
San Ignacio De Velasco,SNG,Bolivia
San Javier,SJV,Bolivia
San Joaquin,SJB,Bolivia
San Jose,SJS,Bolivia
San Jose,SJC,United States
San Jose,RHV,United States
San Jose,SJO,Costa Rica
San Jose,SJI,Philippines
San Jose Cabo,SJD,Mexico
San Jose Del Gua,SJE,Colombia
San Juan,WSJ,United States
San Juan,SJM,Dominican Republic
San Juan,SJA,Peru
City name,Airport Code,Country name
San Juan,SIG,Puerto Rico
San Juan,SJU,Puerto Rico
San Juan,UAQ,Argentina
San Juan Aposento,APE,Peru
San Juan D Ur,SJR,Colombia
San Juan Del Cesar,SJH,Colombia
San Julian,SNJ,Cuba
San Julian,ULA,Argentina
San Luis,LUQ,Argentina
San Luis De Pale,SQE,Colombia
San Luis Obispo,SBP,United States
San Luis Potosi,SLP,Mexico
San Luis Rio Colorado,UAC,Mexico
San Marcos,SRS,Colombia
San Martin DeLos Andes,CPC,Argentina
City name,Airport Code,Country name
San Matias,MQK,Bolivia
San Miguel,SYL,United States
San Miguel,NMG,Panama
Sevilla,SPO,Spain
San Pedro,SPR,Belize
San Pedro,SPQ,United States
San Pedro,SPY,Cote D'Ivoire (Ivory Coast)
San Pedro de Alcantara,ZRC,Spain
San Pedro Jagua,SJG,Colombia
San Pedro Sula,SAP,Honduras
San Pedro Uraba,NPU,Colombia
San Quintin,SNQ,Mexico
San Rafael,SRF,United States
San Rafael,JSG,United States
San Rafael,AFA,Argentina
San Ramon,SRD,Bolivia
City name,Airport Code,Country name
San Salvador,ZSA,Brazil
San Salvador,SAL,El Salvador
San Salvador De,SVV,Venezuela
San Sebas De La Gomera,GMZ,Spain
San Sebastian,EAS,Spain
San Tome,SOM,Venezuela
San Vicente,SVI,Colombia
San Vito,TOO,Costa Rica
Sanana,SQN,Indonesia
Sanandaj,SDG,Iran
Sancti Spiritus,USS,Cuba
Sand Point,SDP,United States
Sandakan,SDK,Malaysia
Sandane,SDN,Norway
Sanday,NDY,United Kingdom
Sandcreek,SDC,Guyana
City name,Airport Code,Country name
Sandefjord,ZYS,Norway
Sandnes,XKC,Norway
Sandnessjoen,SSJ,Norway
Sandringham,SRM,Australia
Sandspit,YZP,Canada
Sandstone,NDS,Australia
Sandusky,SKY,United States
Sandwip,SDW,Bangladesh
Sandy Lake,ZSJ,Canada
Sandy River,KSR,United States
Sanfebagar,FEB,Nepal
Sanford,SFM,United States
Sanga Sanga,SGS,Philippines
Sangapi,SGK,Papua New Guinea
Sanggata,SGQ,Indonesia
Sangir,SAE,Indonesia
City name,Airport Code,Country name
Sangley Point,NSP,Philippines
Sanikiluaq,YSK,Canada
Sanliurfa,SFQ,Turkey
Sans Souci,YSI,Canada
Santa Ana,SBL,Bolivia
Santa Ana,JOC,United States
Santa Ana,DNT,United States
Santa Ana,SNA,United States
Santa Ana,SQB,Colombia
Santa Ana,NNB,Solomon Islands
Santa Barbara,SBA,United States
Santa Barbara,SZN,United States
Santa Barbara Ba,SBB,Venezuela
Santa Barbara Ed,STB,Venezuela
Santa Carolina,NTC,Mozambique
Santa Catalina,SCA,Colombia
City name,Airport Code,Country name
Santa Clara,SNU,Cuba
Santa Cruz,SRZ,Bolivia
Assuncion,VVI,Bolivia
Santa Cruz,STU,Belize
Santa Cruz,SRU,United States
Santa Cruz,SZC,Costa Rica
Santa Cruz,SNZ,Brazil
Santa Cruz,RZA,Argentina
Santa Cruz De La Palma,SPC,Spain
Santa Cruz Do Sul,CSU,Brazil
Santa Cruz Is,SCZ,Solomon Islands
Santa Elena,SNV,Venezuela
Santa Fe,SAF,United States
Santa Fe,ZSH,United States
Santa Fe,SFW,Panama
Santa Fe,SFN,Argentina
City name,Airport Code,Country name
Santa Fe Do Sul,SFV,Brazil
Santa Isabel do Morro,IDO,Brazil
Santa Katarina,SKV,Egypt
Santa Maria,SMX,United States
Santa Maria,SMC,Colombia
Santa Maria,SMG,Peru
Santa Maria,SMA,Portugal
Santa Maria,RIA,Brazil
Santa Marta,SMR,Colombia
Santa Monica,SMO,United States
Santa Paula,SZP,United States
Santa Rosa,SRB,Bolivia
Santa Rosa,STS,United States
Santa Rosa,RSA,Argentina
Santa Rosa,SRA,Brazil
Santa Rosa Copan,SDH,Honduras
City name,Airport Code,Country name
Santa Rosalia,SSL,Colombia
Santa Rosalia,SRL,Mexico
Santa Teresita,SST,Argentina
Santa Terezinha,STZ,Brazil
Oakland,CTQ,America
Santa Ynez,SQA,United States
Santana Do Araguaia,CMP,Brazil
Santana Ramos,SRO,Colombia
Santander,SDR,Spain
Santarem,STM,Brazil
Santiago,SCL,Chile
Santiago,ULC,Chile
Santiago,SCU,Cuba
Santiago,STI,Dominican Republic
Santiago,SYP,Panama
Santiago De Compostela,SCQ,Spain
City name,Airport Code,Country name
Santiago Del Estero,SDE,Argentina
Santo Angelo,GEL,Brazil
Santo Antao,NTO,Cape Verde
Santo Domingo,HEX,Dominican Republic
Santo Domingo,SDQ,Dominican Republic
Santo Domingo,STD,Venezuela
Santos,SSZ,Brazil
Sanya,SYX,China
Sao Felix Do Araguaia,SXO,Brazil
Sao Felix Do Xingu,SXX,Brazil
Sao Filipe,SFL,Cape Verde
Sao Gabriel,SJL,Brazil
Sao Jorge Island,SJZ,Portugal
Sao Jose Do Rio Preto,SJP,Brazil
Sao Jose Dos Campos,SJK,Brazil
Sao Lourenco,SSO,Brazil
City name,Airport Code,Country name
Sao Lourenco Do Sul,SQY,Brazil
Salvador,SLZ,Brazil
Sao Mateus,SBJ,Brazil
Sao Miguel Araguaia,SQM,Brazil
Sao Miguel Do Oeste,SQX,Brazil
Sao Nicolau,SNE,Cape Verde
Sao Paulo,CGH,Brazil
Sao Paulo,GRU,Brazil
Sao Paulo,VCP,Brazil
Sao Tome Is,TMS,Sao Tome and Principe
Sao Vicente,VXE,Cape Verde
Sapmanga,SMH,Papua New Guinea
Saposoa,SQU,Peru
Sapporo,CTS,Japan
Sapporo,OKD,Japan
Saqani,AQS,Fiji
City name,Airport Code,Country name
Saqqaq,QUP,Greenland
Sara,SSR,Vanuatu
Sarajevo,SJJ,Bosnia and Herzegovina
Sarakhs,CKT,Iran
Saranac Lake,SLK,United States
Saransk,SKX,Russian Federation
Sarasota,SRQ,United States
Saratoga,SAA,United States
Saratov,RTW,Russian Federation
Saravane,VNA,Laos
Saravena,RVE,Colombia
Sardeh Band,SBF,Afghanistan
Sargodha,BHW,Pakistan
Sargodha,SGI,Pakistan
Sarh,SRH,Chad
Sarichef,WSF,United States
City name,Airport Code,Country name
Sarmi,ZRM,Indonesia
Sarnia,YZR,Canada
Sarpsborg,XKQ,Norway
Sartaneja,SJX,Belize
Sary,SRY,Iran
Sasereme,TDS,Papua New Guinea
Saskatoon,YXE,Canada
Sassandra,ZSS,Cote D'Ivoire (Ivory Coast)
Sasstown,SAZ,Liberia
Satna,TNI,India
Satu Mare,SUJ,Romania
Satwag,SWG,Papua New Guinea
Saudarkrokur,SAK,Iceland
Saul,XAU,French Guiana
Sault Ste Marie,CIU,United States
Sault Ste Marie,INR,United States
City name,Airport Code,Country name
Sault Ste Marie,YAM,Canada
Saumlaki,SXK,Indonesia
Sauren,SXW,Papua New Guinea
Saurimo,VHC,Angola
Sausalito,JMC,United States
Savannah,SVN,United States
Savannah,SAV,United States
Savannakhet,ZVK,Laos
Save,SVF,Benin
Savo,SVY,Solomon Islands
Savonlinna,SVL,Finland
Savoonga,SVA,United States
Savusavu,SVU,Fiji
Savuti,SVT,Botswana
Sawan,RZS,Pakistan
Sawu,SAU,Indonesia
City name,Airport Code,Country name
Sayaboury,ZBY,Laos
Scammon Bay,SCM,United States
Scampton,SQZ,United Kingdom
Schaumburg,JMH,United States
Schefferville,YKL,Canada
Schenectady,SCH,United States
Schenectady,ZTD,United States
Schleswig-Jagel,WBG,Germany
Schwerin,SZW,Germany
Scone,NSO,Australia
Scottsbluff,BFF,United States
Scranton,SCR,United States
Scribner,SCB,United States
Scusciuban,CMS,Somalia
Seal Bay,SYB,United States
Searcy,SRC,United States
City name,Airport Code,Country name
Seattle,BFI,United States
Seattle,LKE,United States
Seattle,SEA,United States
Sebba,XSE,Burkina Faso
Sebha,SEB,Libya
Sebring,SEF,United States
Sechelt,YHS,Canada
Secunda,ZEC,South Africa
Sedalia,DMO,United States
Sedona,SDX,United States
Sege,EGM,Solomon Islands
Segou,SZU,Mali
Seguela,SEO,Cote D'Ivoire (Ivory Coast)
Sehonghong,SHK,Lesotho
Sehulea,SXH,Papua New Guinea
Sehwen Sharif,SYW,Pakistan
City name,Airport Code,Country name
Seinajoki,SJY,Finland
Seiyun,GXF,Yemen
Sekakes,SKQ,Lesotho
Selawik,WLK,United States
Selbang,SBC,Papua New Guinea
Seldovia,SOV,United States
Selebi-Phikwe,PKW,Botswana
Selibaby,SEY,Mauritania
Selinsgrove,SEG,United States
Selje,QFK,Norway
Selma,SEM,United States
Selma,SES,United States
Semarang,SRG,Indonesia
Sematan,BSE,Malaysia
Sembach,SEX,Germany
Semera,SZE,Ethiopia
City name,Airport Code,Country name
Semipalatinsk,PLX,Kazakhstan
Semongkong,SOK,Lesotho
Semporna,SMM,Malaysia
Sena Madureira,ZMD,Brazil
Senanga,SXG,Zambia
Sendai,SDJ,Japan
Senggeh,SEH,Indonesia
Senggo,ZEG,Indonesia
Senhor Do Bonfim,SEI,Brazil
Senipah,SZH,Indonesia
Seno,SND,Laos
Seu De Urgel,LEU,Spain
Seoul,ICN,South Korea
Sepik Plains,SPV,Papua New Guinea
Sept-Iles,YZV,Canada
Sepulot,SPE,Malaysia
City name,Airport Code,Country name
Sequim,SQV,United States
Seronera,SEU,Tanzania
Serra Norte,RRN,Brazil
Serra Pelada,RSG,Brazil
Serre Chevalier,SEC,France
Sert,SRX,Libya
Serui,ZRI,Indonesia
Sesheke,SJQ,Zambia
Seshutes,SHZ,Lesotho
Sesriem,SZM,Namibia
Setif,QSF,Algeria
Sette Cama,ZKM,Gabon
Sevastopol,UKS,Ukraine
Severodoneck,SEV,Ukraine
Sevilla,SVQ,Spain
Sewanee,UOS,United States
City name,Airport Code,Country name
Seward,SWD,United States
Seydisfjordur,SEJ,Iceland
Seymour,SER,United States
Sfax,SFA,Tunisia
Shafter,MIT,United States
Shageluk,SHX,United States
Shahre-Kord,CQD,Iran
Shakawe,SWX,Botswana
Shakiso,SKR,Ethiopia
Shaktoolik,SKK,United States
Shamattawa,ZTM,Canada
Shamshernagar,ZHM,Bangladesh
Shanghai,SHA,China
Shanghai,PVG,China
Shangri-la,NRI,United States
Shanhaiguan,SHF,China
City name,Airport Code,Country name
Shannon,SNN,Ireland
Shanshan,SXJ,China
Shantou,SWA,China
Shanzhou,SZO,China
Shaoguan,HSC,China
Sharjah,SHJ,United Arab Emirates
Shark Elowainat,GSQ,Egypt
Sharm El Sheikh,SSH,Egypt
Sharurah,SHW,Saudi Arabia
Shashi,SHS,China
Shaw River,SWB,Australia
Shawnee,SNL,United States
Shay Gap,SGP,Australia
She Kou,ZCU,China
Shearwater,YSX,Canada
Sheboygan,SBM,United States
City name,Airport Code,Country name
Sheep Mountain,SMU,United States
Sheffield,MSL,United States
Sheffield,SZD,United Kingdom
Sheghnan,SGA,Afghanistan
Shehdi,SQJ,Ethiopia
Shek Mum,QDM,Hong Kong
Shekou,ZYK,China
Shelby,SBX,United States
Shelbyville,SYI,United States
Sheldon Point,SXP,United States
Shelton,SHN,United States
Shemya,SYA,United States
Shenyang,SHE,China
Shenzhen,SZX,China
Shepparton,SHT,Australia
Sherbrooke,YSC,Canada
City name,Airport Code,Country name
Sheridan,SHR,United States
Sherman-Denison,PNX,United States
Shetland Islands,LWK,United Kingdom
Shetland Islands,SCS,United Kingdom
Shetland Islands,LSI,United Kingdom
Shijiazhuang,SJW,China
Shikarpur,SWV,Pakistan
Shillavo,HIL,Ethiopia
Shillong,SHL,India
Shilo,YLO,Canada
Shimkent,CIT,Kazakhstan
Shimojishima,SHI,Japan
Shinyanga,SHY,Tanzania
Shirahama,SHM,Japan
Shiraz,SYZ,Iran
Shiringayoc,SYC,Peru
City name,Airport Code,Country name
Shirley,WSH,United States
Shishmaref,SHH,United States
Shoal Cove,HCB,United States
Sholapur,SSE,India
Shonai,SYO,Japan
Shoreham By Sea,ESH,United Kingdom
Los Angless,SOW,United States
Shreveport,BAD,United States
Shreveport,DTN,United States
Shreveport,SHV,United States
Shunde,ZAS,China
Shungnak,SHG,United States
Shute Harbour,JHQ,Australia
Sialkot,SKT,Pakistan
Sialum,SXA,Papua New Guinea
Siasi,SSV,Philippines
City name,Airport Code,Country name
Siassi,SSS,Papua New Guinea
Siauliai,SQQ,Lithuania
Sibi,SBQ,Pakistan
Sibisa,SIW,Indonesia
Sibiti,SIB,Congo
Sibiu,SBZ,Romania
Sibu,SBW,Malaysia
Sicogon Island,ICO,Philippines
Sidi Barani,SQK,Egypt
Sidi Belabbes,BFW,Algeria
Sidi Ifni,SII,Morocco
Sidney,SDY,United States
Sidney,SNY,United States
Sidney,SXY,United States
Siegen,SGE,Germany
Siem Reap,REP,Cambodia
City name,Airport Code,Country name
Siena,SAY,Italy
Sierra Grande,SGV,Argentina
Sierra Leone,SRK,Sierra Leone
Sierra Vista,FHU,United States
Sigiriya,GIU,Sri Lanka
Siglufjordur,SIJ,Iceland
Tokat,NSY,Italy
Siguanea,SZJ,Cuba
Siguiri,GII,Guinea
Sihanoukville,KOS,Cambodia
Siirt,SXZ,Turkey
Sikasso,KSS,Mali
Sikeston,SIK,United States
Sila,SIL,Papua New Guinea
Silchar,IXS,India
Silgadi Doti,SIH,Nepal
City name,Airport Code,Country name
Silistra,SLS,Bulgaria
Siloam Springs,SLG,United States
Silur,SWR,Papua New Guinea
Silva Bay,SYF,Canada
Silver City,SVC,United States
Silver Creek,SVK,Belize
Silver Plains,SSP,Australia
Sim,SMJ,Papua New Guinea
Simanggang,SGG,Malaysia
Simao,SYM,China
Simara,SIF,Nepal
Simbai,SIM,Papua New Guinea
Simberi Island,NIS,Papua New Guinea
Simenti,SMY,Senegal
Trapani,SIP,Ukraine
Simikot,IMK,Nepal
City name,Airport Code,Country name
Simla,SLV,India
Sinak,NKD,Indonesia
Sindal,CNL,Denmark
Sines,SIE,Portugal
Singapore,SIN,Singapore
Singapore,QPG,Singapore
Singapore,XSP,Singapore
Singaua,SGB,Papua New Guinea
Singkep,SIQ,Indonesia
Singleton,SIX,Australia
Sinoe,XSA,Liberia
Sinoe,SNI,Liberia
Sinop,OPS,Brazil
Sinop,SQD,Turkey
Sinop,SIC,Turkey
Sintang,SQG,Indonesia
City name,Airport Code,Country name
Siocon,XSO,Philippines
Sion,SIR,Switzerland
Sioux City,SUX,United States
Sioux Falls,FSD,United States
Sioux Lookout,YXL,Canada
Sipitang,SPT,Malaysia
Sipora,RKO,Indonesia
Sirajganj,SAJ,Bangladesh
Sirjan,SYJ,Iran
Sirri Island,SXI,Iran
Sishen,SIS,South Africa
Sisimiut,JHS,Greenland
Sissano,SIZ,Papua New Guinea
Sitia,JSH,Greece
Sitiawan,SWY,Malaysia
Sitka,SIT,United States
City name,Airport Code,Country name
Sitkinak Island,SKJ,United States
Sittwe,AKY,Myanmar
Siuna,SIU,Nicaragua
Sivas,VAS,Turkey
Siwa,SEW,Egypt
Siwea,SWE,Papua New Guinea
Skagen Z7,QJV,Denmark
Skagway,SGY,United States
Skardu,KDU,Pakistan
Skeldon,SKM,Guyana
Skelleftea,SFT,Sweden
Ski,YVS,Norway
Skiathos,JSI,Greece
Skien,SKE,Norway
Skikda,SKI,Algeria
Skiros,SKU,Greece
City name,Airport Code,Country name
Skive,SQW,Denmark
Skopje,SKP,Macedonia
Skoppum,XUR,Norway
Skovde,KVB,Sweden
Skukuza,SZK,South Africa
Skwentna,SKW,United States
Slate Island,YSS,Canada
Slave Lake,YZH,Canada
Sleetmute,SLQ,United States
Sliac,SLD,Slovak Republic
Sligo,ZSL,Ireland
Sligo,SXL,Ireland
Slupsk,OSP,Poland
Smara,SMW,Morocco
Smith Cove,SCJ,United States
Smith Falls,YSH,Canada
City name,Airport Code,Country name
Smith Point,SHU,Australia
Smithers,YYD,Canada
Smithfield,SFZ,United States
Smithton,SIO,Australia
Smolensk,LNX,Russian Federation
Smyrna,MQY,United States
Snake Bay,SNB,Australia
Snake River,YXF,Canada
Snare Lake,YFJ,Canada
Snartemo,XUS,Norway
SNCB Rail Network,ZYB,Belgium
Snyder,SNK,United States
Soalala,DWB,Madagascar
Soc Trang,SOA,Viet Nam
Socorro,ONM,United States
Socotra,SCT,Yemen
City name,Airport Code,Country name
Sodankyla,SOT,Finland
Soddu,SXU,Ethiopia
Soderhamn,SOO,Sweden
Sodertalje,JSO,Sweden
Sodertalje,XEZ,Sweden
Sofia,SOF,Bulgaria
Sogamoso,SOX,Colombia
Sogndal,SOG,Norway
Sokcho,SHO,Korea (South)
Sokoto,SKO,Nigeria
Sola,SLH,Vanuatu
Solano,SQF,Colombia
Soldotna,SXQ,United States
Solenzara,SOZ,France
Solita,SOH,Colombia
Solo City,SOC,Indonesia
City name,Airport Code,Country name
Solomon,SOL,United States
Solovetsky,CSH,Russia
Solvesborg,XYU,Sweden
Solwezi,SLI,Zambia
Somerset,SME,United States
Sonderborg,SGD,Denmark
Sonderborg,QSG,Denmark
Song Pan,JZH,China
Songea,SGX,Tanzania
Songkhla,SGZ,Thailand
Son-La,SQH,Viet Nam
Sophia Antipolis,SXD,France
Sopu,SPH,Papua New Guinea
Sorkjosen,SOJ,Norway
Soroako,SQR,Indonesia
Sorocaba,SOD,Brazil
City name,Airport Code,Country name
Sorong,SOQ,Indonesia
Soroti,SRT,Uganda
Naples,RRO,Italy
Souanke,SOE,Congo
Soure,SFK,Brazil
South Andros,TZN,Bahamas
South Bend,SBN,United States
South Caicos,XSC,Turks and Caicos Islands
South Galway,ZGL,Australia
South Indian Lake,XSI,Canada
South Lake Tahoe,TVL,United States
South Molle Island,SOI,Australia
South Naknek,WSN,United States
South Trout Lake,ZFL,Canada
South West Bay,SWJ,Vanuatu
South Weymouth,NZW,United States
City name,Airport Code,Country name
Southampton,SOU,United Kingdom
Southend,SEN,United Kingdom
Southern Cross,SQC,Australia
Southern Pines,SOP,United States
Southport,SHQ,Australia
Soyo,SZA,Angola
Spangdahlem,SPM,Germany
Spanish Wells,SWL,Bahamas
Sparrevohn,SVW,United States
Athens,SPJ,Greece
Sparta,SAR,United States
Sparta,CMY,United States
Spartanburg,SPA,United States
Spearfish,SPF,United States
Spencer,SPW,United States
Spetsai Island,JSS,Greece
City name,Airport Code,Country name
Spiddal,NNR,Ireland
Spirit Lake,RTL,United States
Split,SPU,Croatia (Hrvatska)
Spokane,SKA,United States
Spokane,SFF,United States
Spokane,GEG,United States
Spring Creek,SCG,Australia
Spring Island,YSQ,Canada
Spring Point,AXP,Bahamas
Springbok,SBU,South Africa
Springdale,SPZ,United States
Springfield,SPI,United States
Springfield,ZSF,United States
Springfield,CEF,United States
Springfield,SGF,United States
Springfield,SGH,United States
City name,Airport Code,Country name
Springfield,VSF,United States
Springvale,KSV,Australia
Springvale,ZVG,Australia
Squamish,YSE,Canada
Squirrel Cove,YSZ,Canada
Srinagar,SXR,India
St Andrews,ADX,United Kingdom
St Anthony,YAY,Canada
St Anton,ANT,Austria
St Augustine,UST,United States
St Barthelemy,SBH,Guadeloupe
St Brieuc,SBK,France
St Catharines,YCM,Canada
St Crepin,SCP,France
St Croix Island,STX,Virgin Islands(U.S.)
St Croix Island,JCD,Virgin Islands(U.S.)
City name,Airport Code,Country name
St Croix Island,SSB,Virgin Islands(U.S.)
St Denis de la Reunion,RUN,Reunion
St Etienne,EBU,France
St Eustatius,EUX,Netherlands Antilles
St Francois,SFC,Guadeloupe
St George,SGO,Australia
St George Island,STG,United States
St Georges de lOyapock,OYP,French Guiana
St Helens,HLS,Australia
St Jean,YJN,Canada
St John Island,SJF,Virgin Islands(U.S.)
St Johns,SJN,United States
St Joseph,STJ,United States
St Kitts,SKB,Saint Kitts and Nevis
St Laurent du Maroni,LDX,French Guiana
St Leonard,YSL,Canada
City name,Airport Code,Country name
St Louis,CPS,United States
St Louis,STL,United States
St Louis,SUS,United States
St Louis,XLS,Senegal
St Lucia,UVF,Saint Lucia
St Lucia,SLU,Saint Lucia
St Maarten,SXM,Netherlands Antilles
St Martin,SFG,Guadeloupe
St Martin,CCE,Guadeloupe
St Martin,MSB,Guadeloupe
St Marys,XSM,United States
St Marys,STQ,United States
St Michael,SMK,United States
St Moritz,SMV,Switzerland
St Nazaire,SNR,France
St Paul,STP,United States
City name,Airport Code,Country name
St Paul,ZSP,Canada
St Peter,PSH,Germany
St Petersburg,PIE,United States
St Petersburg,SPG,United States
St Petersburg,ZLK,Russian Federation
St Petersburg,LED,Russian Federation
St Petersburg,RVH,Russian Federation
St Pierre,FSP,St. Pierre And Miquelon
St Pierre dela Reunion,ZSE,Reunion
St Thomas,YQS,Canada
St Thomas Island,STT,Virgin Islands(U.S.)
St Thomas Island,SPB,Virgin Islands(U.S.)
St Vincent,SVD,Saint Vincent and the Grenadines
Staniel Cay,TYM,Bahamas
Stanthorpe,SNH,Australia
Stanton,SYN,United States
City name,Airport Code,Country name
Star Habour,NAZ,Solomon Islands
Stara Zagora,SZR,Bulgaria
Starcke,SQP,Australia
State College,SCE,United States
Statesboro,TBR,United States
Statesville,SVH,United States
Skjern,STA,Denmark
Staunton,SHD,United States
Stavanger,SVG,Norway
Stavropol,STW,Russian Federation
Stawell,SWC,Australia
Ste Therese Point,YST,Canada
Steamboat Bay,WSB,United States
Steamboat Springs,SBS,United States
Stebbins,WBB,United States
Steenkool,ZKL,Indonesia
City name,Airport Code,Country name
Stella Maris,SML,Bahamas
Stephen Island,STF,Australia
Stephenville,YJT,Canada
Stephenville,SEP,United States
Sterling,STK,United States
Sterling Rockfalls,SQI,United States
Stevens Point,STE,United States
Stevens Village,SVS,United States
Stewart,ZST,Canada
Stewart Island,SZS,New Zealand (Aotearoa)
Stillwater,SWO,United States
Stjordal,XUU,Norway
Stockholm,SMP,Papua New Guinea
Stockholm,ARN,Sweden
Stockholm,BMA,Sweden
Stockholm,NYO,Sweden
City name,Airport Code,Country name
Stockholm,VST,Sweden
Stoelmans Eiland,SMZ,Suriname
Stokmarknes,SKN,Norway
Stony Rapids,YSF,Canada
Stony River,SRV,United States
Stord,SRP,Norway
Storekvina,XUV,Norway
Storen,XUW,Norway
Storm Lake,SLB,United States
Stornoway,SYY,United Kingdom
Storuman,SQO,Sweden
Stow,MMN,United States
Stowe,MVL,United States
Stradbroke Island,SRR,Australia
Strahan,SRN,Australia
Strasbourg,SXB,France
City name,Airport Code,Country name
Stratford,JSD,United States
Strathmore,STH,Australia
Straubing,RBM,Germany
Streaky Bay,KBY,Australia
Stromboli,ZJX,Italy
Stronsay,SOY,United Kingdom
Stroud,SUD,United States
Strzhewoi,SWT,Russian Federation
Stuart,SUA,United States
Stuart Island,YRR,Canada
Stuart Island,SSW,United States
Stung Treng,TNX,Cambodia
Sturdee,YTC,Canada
